,city,date,id,rating,state,text,username
852,Tokyo,2012-11-03,NwMvtgibotrEw4022cV6-A,5, Japan,"Thus far, the best meal I've had in a long time.  Thank you to Carly C for making the reservation!The interior space is simply beautiful.  With its high ceilings, wood accents, and open kitchen, I wish I could afford to eat like this daily.  Located in the Park Hyatt in the West End, it was a bit tricky to find.  Just look for the Park Hyatt and walk inside.  Blue Duck Tavern, say it out loud.  The name makes you think its a casual restaurant.  It isn't.  Ladies, come dressed.  Gentlemen, get your shoes shined.  Both myself and Freddy Jr R got here a bit early and decided to sit at the bar.  I order two drinks, the Old Fashion Collins which was an Old Fashion with much more tonic water.  Although refreshing, its just not the same.  I order a regular Old Fashion afterwards which was much better.  My friend Freddy orders BDT's version of a Mint Julep, which he enjoyed.  Carly stated she also enjoyed her blood orange martini.Once seated, we order the bone marrow and seared foie gras to start.  Arguably amazing.  It was their first time having bone marrow and both of them were shocked at how good it was.  It is like what Anthony Bourdain says, ""God's butter.""The seared foie gras was also amazing.  Served in a pan with a cream mushroom sauce, a fresh egg, and a side of bread with truffle spread.  I ended up finishing all the sauce.  It was that good.At this point, we were all extremely excited at what to expect from our main entrees.  I order the suckling pig, which the menu states has been roasted for 12 hours.  I can tell you the pork fell apart once my fork touched it.  It was that tender.  I've had suckling pig from my Portuguese friends but BDT simply was just amazing.  I used the bread given to us to mop up the pork jus.  I highly recommend it as an entree if anyone is reading this review.  Carly C had the scallop entree and Freddy had the salmon entree.  Both enjoyed their meals.Onto our order of french fries.  The BDT fries are hand cut and fried in duck fat.  We will now never see french fries as the same anymore.  Order it, trust us.For dessert, we share the Chai Spiced Chocolate Cake served with rum raisins and the market dessert, which was a date and pecan pie.  At this point we were so full but we just had to finish up with a dessert.  Both were equally amazing.Total bill came out to about $166 for dinner for three.  Not bad at all (not including drinks).  I was told that BDT was on the Food Network for its brunch.  Although I have my reservations about brunch, I will try it out here.Otherwise, perfect meal.  Service was somewhat spotty at times, I can overlook it considering everything else.  The food, ambiance, excellent bar service, and drinks.  Highly recommended.",Eric N.
853,Washington,2016-11-09,spIK2cNm6kAVsWjsz9_5jQ,5, DC,This really is a Washington must do.  Just go there already. Try the quail with the figs and ricotta. Seriously - you're going to want to take it into a private room and do really naughty things with it.  It's that good.,Ed F.
854,Washington,2015-01-08,_PQ7NowppbDQ4X3RzrISWQ,4, DC,"My manfriend and I just celebrated our 2nd anniversary and for our anniversary dinner we went to Blue Duck Tavern. Blue Duck Tavern is located in the fringes of Georgetown close to the West End. It is part of the Park Hyatt Hotel. The atmosphere inside of Blue Duck Tavern is romantic with it's very sleek and modern furniture. There is an open kitchen and pantry (in fact you walk through the pantry to get to the bathrooms- a little strange if you ask me)Once we got to our table we were welcomed by our wonderful waiter who went over and beyond for us. He helped me make the tough decision between the wagyu beef, bison steak and the 24 hour crusted pork.  I ended up getting the bison steak which was tender but a little chewy and had a more gamey taste than regular steak (which I liked but may not be for everyone). My manfriend and I ordered a side of crispy Brussels sprouts. These brussel sprouts were the most delicious, amazing, phenomenal brussel sprouts I have ever had the pleasure of eating. There are pieces of bacon or ham in between them with a honey bbq mustard sort of sauces which is so delicious that when the sauce fell on my napkin, I did contemplate eating the napkin in order to get more sauce! I could go on and on about the Brussels sprouts but really the star of the night was the appetizer we shared. We ordered bone marrow. I had never had bone marrow before and was pleasantly surprise to discover I found myself a whole new food passion. The bone marrow was covered with a sauce which may or may not be butter based. It was served with delicious crisp bread to spread the bone marrow on. It was so goood. I mean I am closing my eyes just thinking about it. The apple pie which everyone seems to rave about is good. It has a really delicious crust but as another reviewer mentioned the actually filling is dry and leaves a lot to be desired. A big golden point to Blue Duck Tavern for serving us a very large ice cream along with the pie. I also ordered an old fashioned and was surprised by getting one of the most delicious old fashioned I have ever had! I have to agree with another reviewer that the BDT fries left a lot to be desired. They were very thick and dry. They had a lot of potential since they are fried in duck fat.",Simone S.
855,New York,2015-03-31,VraeSZOWIjpn6TFDGCY1Lg,4, NY,"Believe. The. Hype. This restaurant is the bomb.com and was the best brunch I've had in a while. We ordered some sticky buns to share, and I got the short rib hash with olive oil poached egg. Both were stellar, but the hash definitely took the cake--the short rib (that was apparently braised for 72 hours!) was incredibly tender and paired surprisingly well with the horseradish sauce, and the biscuit was nice and fluffy. If the hash were a tad less salty, it would've been the perfect dish. My biggest regret is not getting the roasted bone marrow dish because no one would share it with me, and I blame my friends for not enabling my unhealthy bone marrow addiction.",J C.
856,Washington,2013-04-03,nLOTOoaf-U7JMMEhj2vQwg,4, DC,"Definitely one of the best restaurants I have had a chance to visit.I really like the space, the open kitchen is awesome, I appreciate being able to see the staff working to prepare the food.  A couple of issues with the atmosphere is that the place can get very loud making it hard to talk to others at your table and also the chair arms are weak and appear a bit cheap.Service was very good, the main server as well as the assistant servers were all friendly and accommodating.  They were able to spell out all the specials and made me feel very welcome.Food was excellent.  I was able to sample several dishes and all were pretty good.  I started with the oven roasted scallops, they were cooked thoroughly with great flavor.  My only issue with the dish was the tomato sauce that accompanies the scallops and bacon was way too sweet for my taste, other than that I can not say anything negative about the scallop dish. I was also able to try the crispy skin salmon and once again cooked perfectly with excellent flavor, the sauce ready brought out the natural salmon flavor increasing my enjoyment of the meal.  For sides I tried the forbidden rice and sauteed mushrooms, both with great flavor, the forbidden rice had an interesting texture and was a new experience for me.  For dessert, I shared the apple pie with vanilla ice cream.  This was easily the best part of the meal, the apple pie was amazing, nice sized, excellent crust and perfect blend of tangy and sweet with the apple filling. Definitely an excellent place to bring a date if you want to impress or great place to go if you  want a great meal in a nice atmosphere.  A bit pricey but you definitely get your money's worth.",Chris S.
857,Penn Quarter,2014-01-26,hLyfb02ENB67ytsHQyg7VQ,5, Washingto,"One of the best restaurants I have been to, went their with my wife, had a great night, very elegant atmosphere and the food, the braised beef short rib and the duck was to die for.Overall 5/5",Mohamed J.
858,Milwaukee,2016-10-23,ZAt9b_W8ASh18_8cQKv1eQ,5, WI,We were there for Sunday brunch and the entire experience was phenomenal!  We started with the bone marrow which was the best we've ever had.  Michael took such great care us and even sent us home with complimentary cookies.  The BDT are a must have along with the grits. Truly one of the best dining experiences.,Jen K.
859,Fairfax,2012-12-13,AcOZEy4yUVEEVY-dT6xDlg,3, VA,"We had wanted to fall in love with this place judging from the menu, but our taste buds were not as happy as they could have been.  My husband brought me here for my birthday and this is what we ordered:  basil margarita, Perfect Pim's, seasonal soup - clam chowder, bone marrow, foie gras, duck leg confit/duck breast, braised beef rib, brussel sprouts, fries, PBJ Bar, chocolate banana s'mores, honey vanilla ice cream.Our all time favorite:  the foie gras!  It was the best we have had in the last two years (the other is from Mulvaney's Building & Loan in Sacramento, CA).  Everything on that dish was great.  Creamy mushrooms, goopy hen egg, toast with truffle butter - the foie gras was delicious.Second best was the deconstructed clam chowder.  The server described it to us as a creamy potato soup poured over green onions, fried onions, smoked bacon and razor clams.  For a chowder, it was light and very tasty.The cocktails were great - mixed well, flavorful, refreshingWe tried bone marrow for the first time here.  My husband didn't like it and I thought it was over-salted.  It was great that it came with a roasted garlic bulb, but there wasn't anything memorable about it.The duck would have been one of our favorites, but the breast was overcooked.  The duck leg confit was very good, it's too bad the breast wasn't the same.The braised beef rib with the homemade sauce was ok.  The beef was tender but not dry or juicy.  I think the sauce was too overpowering and did not complement the beef at all.The brussel sprouts were good with the cranberries, pecans, and bacon.  That combination worked well.The fries were very thick, steak cut - nothing wrong with that, and it came with a mayonnaise-like dipping sauce.  Not sure what was in that sauce and it didn't do anything for the fries.  We'll stick to ketchup.Dessert:  If you like peanuts and salted caramel with some grape jelly drizzled over it, this is the dessert for you.  We didn't like it one bit.  The chocolate banana s'more, for us, was worse.  The pudding like substance under the toasted marshmallow tasted like nothing we've ever had before.  I'm sure there's someone out there that loves these types of desserts, but we really hated what we ordered.Thankfully, for my birthday, BDT offered us some homemade honey vanilla ice cream.  That was a complete SAVE.  That ice cream is really good!  It's too bad we didn't think the same for their other two desserts.Overall, they should get a 3.5 stars.  The service is good, it's a great place to take a date.  We would return for the cocktails, foie gras, chowder, and honey vanilla ice cream - not sure about anything else.......",Joann B.
860,New York,2015-10-26,Kho45syx8dA5gYjKckXTVw,2, NY,"Overrated :/ I was super excited to go here and I finally made time to go for my 1 year anniversary with my husband and unfortunately we left feeling disappointed. Maybe we're still used to all the amazing restaurants in NYC...I just thought this would be a restaurant I can compare to quality meats in NYC in terms of flavors and quality but nope... Bread was cold, steak was ok, salads ok, dessert ok, the only thing that was better than ok was the crab cake.",Marisol R.
861,Fairfax,2016-07-20,5SNslUxUP28GFXJEGpnMcw,5, VA,"I love this place! Delicious food, relaxing ambiance,  excellent service!",Vanessa Z.
862,New York,2016-04-16,2I_95rKA_Qad9wxOHE5eAA,3, NY,"Service was fantastic and the apple pie for 2 but everything else was subpar and not that memorable (steak, scallops).",Don S.
863,Norfolk,2017-01-03,gH4nMrK51E711N1AobceIA,5, VA,"Definitely did not disappoint as the first Michelin-starred restaurant I have been to in DC. Despite not benign able to find an available reservation on OpenTable the week before we went to DC, we were able to make one after we checked into the Park Hyatt. The service was fantastic, and the layout of the restaurant was fascinating, as the open-kitchen layout meant that we were able to watch the kitchen staff hard at work. We ordered two appetizers and two entrees, which were definitely enough for two people. We had the soup of the day, a beautifully done mushroom soup with caramelized onions and the bone marrow, which was served with toasted bread and roasted garlic. Our main courses were the braised beef and the braised lamb shank, both of which were flavorful and done to perfection. Overall, between the helpful staff and the amazing food, this was a great experience, and we would gladly come back again when we go back to DC.",Andrew M.
864,Washington,2015-02-06,QCmzXdK1sXzkHEZ6loX5DA,4, DC,Rich foods. Hubby loves the meat dishes.  The desserts are a must-have.,Gail B.
865,Los Angeles,2015-02-15,OYPd_yo-3NyILh5TKExuTQ,5, CA,"I've heard of how great and popular this place is. We actually tried to go here for our anniversary back in October but who were we kidding trying to get an rsvp 1 week before, all the time slots (appropriate for dinner time) were all booked up! I mean, who wants to eat dinner at 9:30PM?! Not me! So we decided to save it for another time. I had the honor of celebrating my 30th birthday at BDT!We started off with the bone marrow, it was our first time trying it and we loved it! So soft, buttery, and tasty! We enjoyed it. For entree I had the duck breast and my boyfriend had the hanger steak. We shared a side of the brussels sprouts. Everything was delicious and made with precision and detail. The flavors were unique and something we haven't tasted ever before. I suggest getting at least two side dishes, but one can suffice. For dessert we had mocha custard cake. Couldn't go wrong with anything chocolate/mocha flavored. It was a great ending to the perfect dinner!Service and food were great! I highly recommend coming here! Rated as one of the best restaurants in the Washington DC area!",Jenn N.
866,Manhattan,2015-03-22,erQwEY7JcCHUXke-IsCFxQ,4, NY,"I will likely need to upgrade this to 5 stars once I try some more things on the menu. I came here for breakfast and went with the crab cakes and brussel sprout appetizer. The brussel sprouts were the best I've ever had - in a bbq mustard sauce. The crab cakes were great, but I think there are plenty of places in DC to go for a good crab cake. The breakfast buffet was an option, but I just didn't see enough to justify it (not even an omlette/egg station). The restaurant itself is very nice and relaxed. I look forward to coming back for dinner.",Josh T.
867,San Diego,2015-11-13,F0UB0x0d5OSYPNoRKUM5zA,5, CA,"While visiting from California, we wanted to explore Georgetown and have a great date night so we gave Blue Duck Tavern a try! Reservations are highly recommended. Blue Duck Tavern is truly a 5-star experience, one of the best restaurants I've ever been to. Service was phenomenal and our French server was friendly, knowledgable and very convincing, we followed all of his recommendations. We started with a salad which wasn't just any salad, the dressing was out of this world, it was seriously perfection. Next up was the bone marrow...first time ever trying bone marrow but my husband and I were pleasantly surprised...lots of flavor and when paired with their toast...absolutely amaze! Our main course was steak and mashed potatoes, what can I say, again...perfect! Crab cakes were the best I've ever had...swooning about them as I type! :) All selections were shareable and luckily we ordered just enough; salad, bone marrow, steak and potatoes, bran cakes...stuffed!!! But we had to try dessert and I'm glad we did because the apple pie with scoop of ice cream was so decadent. You seriously can't go wrong with anything on their menu! Bravo BDT!!!",Marcela D.
868,Columbus,2013-01-26,7EmH1ROJAAZ-EJtLYNh2iA,4, OH,"I felt super fancy eating here. Their dinner menu is a little outside my price range, barring special occasions (Barack and Michelle dined here on their anniversary, so I'd feel a little weird having dinner here on any regular day), but it was my turn to pick a brunch spot and I needed a treat.Our group of three had a Saturday reservation for noon and was seated immediately. I carried high expectations for the food and they were met with flying colors. My short rib hash was fantastic. It was so flavorful and must've been wined-braised for 2+ hours because it was definitely falling off the bone tender before they chopped it into pieces for my dish. It came with an oozy sunny side up egg and a scrumptious biscuit on the side. I also tried my friend's bread pudding french toast and wow. I'm not a sweet brunch type of gal, but this was so moist in the middle yet crispy on the outside that I almost stole her food (lucky for our friendship I refrained). The pistachio cranberry garnish, plus fancy maple syrup and whipped topping on the side, made this dish elegant.Unfortunately, the service was mediocre. On one hand, it was over the top, since they do that whole one-handed water pour thing and even brought me a stool to rest my bag on (that was a first). On the other hand, our waitress seemed lost. After we were seated, we waited awhile before she came to take our orders. When we asked for suggestions, she didn't know what to say as if she knew nothing about the dishes. And she never checked on us when we were eating.Overall, I still really enjoyed this restaurant. Ambiance-wise and food-wise, BDT is difficult to exceed. And for only a few bucks more than your average DC brunch place, you can have an exceptional start to your day.",Helen S.
869,Montebello,2014-12-08,IAD7rHfxGBkEZ0jAQVnLow,5, CA,"Great brunch experience here a while back.The short rib hash is off the hook.  So tender, well seasoned and scrumptious.  The fresh squeezed grapefruit juice was perfect for washing it all down.  Even the wheat toast was divine.I love the open layout and ambiance and the service was solid to boot.",Daniel T.
870,Rego Park,2016-07-07,gkkxnYO8UcAA_b9GY0wg-Q,5, Queen,"BDT is one of the finest restaurants I've been to. We celebrated my friend's 21st birthday here, and every bit of the experience was exceptional - but most importantly, so was the food. It's certainly very upscale, so I would highly recommend it for any circumstance where you need to impress.",Ravi J.
871,Chicago,2014-11-22,R6UcYDhhMq91NVZVCEUkYA,5, IL,"I'm giving the Blue Duck Tavern five quacks. Recently stayed at the Park Hyatt Hotel and was delighted to discover this fine dining restaurant attached.  The service was outstanding, and I can't think of one thing they could do to improve it.  The meal, however, was good but not great.  I had the braised beef rib, which was so dry I couldn't eat it.  Had a much better experience with the sides.  I would return again and again just for the grits with smoked gouda and gravy.  Loved the roasted wild mushrooms, too.  Splurged (carb wise) on the yummy apple pie and ice cream for two... it's just a matter of taste, but I would have liked more apples and less pastry.  However, it didn't stop me from eating over half of the huge portion!  If I lived in DC, I would definitely come back.  (Based on a second awesome meal here, I'm upgrading my rating from four to five quacks.)",Marcia S.
872,Richmond,2014-11-27,qfR9Ylcj4wvgjiOyprHcog,5, VA,"Everything about this place deserves 5 stars- the food, the drinks, the atmosphere, and the service. We got the Kale Salad and Braised Beef Rib with a side of BDT Triple Fries and Brussel Sprouts. The chicken that came with my salad and the Beef Rib were both very juicy and flavorful. The Handcut BDT Triple Fries are a must!For drinks, my friend ordered Old Fashioned which he enjoyed very much. What really impressed me was that when I told the server I wanted an alcoholic drink that was blended, which they didn't have on the menu, the manager came over to my table to see what they could specially make for me. They made a fruity, strawberry vodka beverage with very tiny crushed ice so it would have the blended consistency I was looking for and it was delicious!The cherry on top to their amaazing food has to be their staff and service-- very friendly and professional. I 100% recommend this place to anyone that wants a phenomenal dining experience at DC.",Kristine K.
873,Isle of Palms,2016-05-30,HVgRX85gcQdIk5DyzFjD4Q,5, SC,The only thing you'll regret about coming here is that you'll never taste beef this good again.,Dan K.
874,Washington,2016-03-15,b1eU2RAUdiBW9q7sQmNIwQ,5, DC,Blue Duck Tavern has some of the best food I have ever tasted in my life.  Everything for the atmosphere to the food is perfect.  You will not be disappointed.  It is a great place for any special occasion. The deserts are AMAZING!!!,Jason T.
875,Hallett Cove,2016-05-28,5JD8t5y7Ruasw40gBMNWNQ,5, Australia,"This is a great place to eat - the staff were great and seem truly proud of the restaurant and the food they make and serve. Each dish was delicious and the sorbets at the end were spectacular. Crab Cakes, the Braised Short Rib and their special take on fries were all well worth it.",Chris W.
876,Los Angeles,2015-01-27,6plYoAjx1r5FacusZbnGWg,5, CA,"I love Love LOVE this restaurant. It's located below the Hyatt, and a must try brunch restaurant. I came with a group of about 20 people, after a night out on the town in DC. Some of us were hungover, and some were just fine. We shared a few dishes, and ordered our own too. The shared dished, that I am about to tell you to try is a must. It trumps over your breakfast dish I promise. WOOD OVEN-ROASTED BONE MARROW, with a bacon butter, pistachio crust. No comment required. Aside, from that dish all of their breakfast items are delicious, and the service is amazing. ENJOY!",Darlene Y.
877,Manhattan,2016-04-24,VuP5p1FqvmyGYAWJo5B-XQ,5, NY,"Great experience. Excellent food. Attentive staff. Nice ambiance. Rockfish to die for. We were a group of four w 2 adults and 2 kids. Restaurant really took good c are of us. Kids got crayons to draw with and a high chair. They brought kids entrees along w adult appetizers. The staff was great and very attentive. Even the chef came out to greet us. Highly recommend for families, groups and business meetings.",Igor S.
878,Miami,2016-04-24,MKSztsKYpxKM4irhc7ADqA,5, FL,"I absolutely loved this place & can't wait to go back! Service was excellent, food was amazing and the ambiance is just so perfect. It's a definite must try if you are in this area.",Tina L.
879,Seattle,2012-09-17,1Hz0-C7DOm_vT_en-xralA,5, WA,"I had an incredible experience at Blue Duck Tavern yesterday evening. I had been hearing rave reviews about this restaurant from friends for ages, and my meal did not disappoint.BDT is located inside the Park Hyatt hotel. The decor is a rustic and very, very classy. One of my favorite parts of the interior was the open kitchen - you see all of the fine cookery and the chefs at work. It is quite a sight to behold as you dine. Because the weather was nice, my boyfriend and I chose to dine al fresco on the terrace. We were seated by a fountain. Our server, Gina, was extremely friendly, recommending Blue Duck's popular dishes and thoroughly explaining the history of the restaurant. It was some of the best service I have ever received. When I went inside to use the restroom, a server was there to hold the door open for me. Blue Duck has exemplary service, with none of the pretentious air that other high-end restaurants may have. There were customers wearing anything from fancy cocktail dresses and suits to casual jeans and T-shirts. Blue Duck is very versatile.Now, moving onto the food:Bone marrow ($15): A+I have never had bone marrow before. Quite frankly, I'm not a very adventurous eater (liver, organs, etc). The bone marrow here is a must-try. You scoop out the perfectly-seasoned, flavorful inside and spread it atop freshly baked bread. The saltiness of the bone marrow balances perfectly with the bread - I could've eaten so much more of this!Wood oven roasted Maine scallops ($28): A+Plump, juicy scallops with tomato relish, mushrooms, and greens. These were some of the best scallops I've ever had! The accompanying sauce was to die for. Braised beef rib ($25): AThis beef rib is cooked for 32-hours. It falls off the bone just by using a spoon. Yes, my friends, a spoon. For those of you that love fatty, rich beef, this is the dish for you. Potato puree with soft garlic ($9): ASimply the best mashed potatoes you'll ever have - a perfectly smooth, whipped texture. Sauteed spinach ($9): A-Simple greens such as these can be tricky because they're so simple. However, the greens complemented our meal well - they were so fresh, served with spiced pecans and cheese on top. We were also served complimentary bread and fresh veggies in the beginning of our meal, and mini oatmeal raisin muffins at the end. Yes, we finished everything. It was divine. I was so incredibly pleased with Blue Duck last night, and I cannot recommend it enough for a special occasion or a fancy date night. While I consumed a ton of food, I didn't leave feeling bloated or disgusting - the food is just the right amount of savory and flavorful. I can't wait to return!",Anita C.
880,West Hartford,2016-12-10,U449u2vFEufqZk_mToI8CA,5, CT,"AMAZING food. Service was perfect...sat on the patio back in the summer months. There wasn't one thing that I tried that I wasn't say ""mmmmm this is amazing!"" Tried bone marrow for the first time here...cant say I would do it again but it was tasty!!",Gabriella S.
881,Ridgewood,2017-01-13,1kb4jIxzwFD8E5KUXU2nLA,5, NJ,"One of my favorite restaurants!  And again, another amazing meal.  The chef (Brad) keeps coming up with incredible interpretations - the lamb shank - wow, the bone marrow - holy.  And on top of the food, the service is wonderful and the setting very lovely..  Every dinner is transformed into a special event.  I recommend you listen to the recommendations -- they know their stuff.  Duck, lamb, venison -- all great.  And did i mention that bone marrow???  Best dinner in DC!  Enjoy!",Jeff G.
882,Fort Meade,2016-01-09,e8vsOLVUIsNUAh05qzzjAg,2, MD,"I haven't eaten yet and I anticipate the food to be delicious, but I felt I ought to leave a cautionary review for those who are considering eating here at brunch hours. My date and I are seated in close proximity to three large groups of what look like sorority girls - possibly GW students. They are screeching at each other - the volume of the room is consistently rising. My phones decibel meter is spiking at 90db consistently. OSHA standards dictate that I should be wearing ear protection if I plan on remaining in this environment for more than 1 hour.",Matthew L.
883,Topeka,2015-05-16,zIO1h6mBbe9_onFp3LVbdw,5, KS,"Short Rib Hash and Jumbo Lump Crab with Egg Whites. The hash was so savory and full of flavor with a homemade steak sauce and horseradish, the crab was not so flavorful, but much more healthy. The homemade butter and jams were also amazing.",John R.
884,Washington,2016-04-14,Yb0T8T1h1pMVGLmX2fumnw,4, DC,"This place is great, kind of upscale and pricey.  The food, drinks, ambience, and friendliness of staff were on point.  We went here for a birthday, and they hooked us up with a small chocolate cake, and some chocolate goodies.  We had the apple cinnamon drink, which was one of the best cocktails I've had in the DC area.  I would definitely go back.",Tim K.
885,Washington,2016-03-01,7Jn3bBT1HaLrGMLR1XORgQ,5, DC,"This is my favorite restaurant in DC. Everything is beyond delicous and the service is far superior to most DC restaurants. They really want to take care of you. A couple of my favorites include the homemade ricotta and honey, the apple pie (seriously THE BEST APPLE PIE), and the mushrooms. I dream of this place. Ambiance is fantastic and the way the food is plated it is great for sharing. Count me in, double yum.",Cara S.
886,Las Vegas,2010-09-21,9fZDWaKiGN9jkt-RMYC-Ww,3, NV,"After only one visit I'm far from qualified to judge this restaurant as a whole, but I can say that my one dining experience was a big disappointment. First of all, let me just say that the atmosphere is sophisticated, elegant, and modern. It's a beautiful space with an open kitchen, pastry station, and cheese station that makes diners feel like they're intimately involved with every aspect of the food preparation and dining experience. However, whoever designed the space must have gone to the L'Enfant school of architecture and urban planning because the way the place is laid out will confuse any invading gastronomers. I valeted my car and entered the hotel through the main lobby and made my way towards the restaurant. I walked down a hallway and walked right into the pastry station. I was weary of walking through, so I backtracked and tried to make my way through the lounge. There are no clear pathways to the hostess station, so I had to meander through several tables, a large mirrored carousel column, a couple server stations, lounge chairs, and an enclosed glass box that contained some dining tables. I finally found the hostess stand, which was a tiny podium tucked away in a corner. My table wasn't ready so I had to venture back into their maze/lounge to find some place to chill. It really wasn't that big of a deal, but it was a pain in the butt and irritating that the place was laid out so poorly.As for the food... the appetizers were forgettable. The chilled corn soup looked much better than it tasted. The scallops with English peas were bland and gritty. What really annoyed me was the fact that they ran out of a few items on their menu. The sardine app was out, the braised beef rib was out and a couple of the vegetables were out. I was so bummed about not having the braised beef. After reading many other reviews of BDT while I was planning my DC vacation I chose this restaurant specifically to try that dish. I reluctantly ordered the pork dish for my wife and I to split without taking the time to read its description. That was my bad. When it came out we were surprised to see that it was a pork sausage. It did taste good, but the idea of having a sausage as an entree was a big letdown. We also got the polenta and wild mushroom dish, which was tasty.The redeeming quality of my dining experience was dessert. The apple pie was amazing! It's not a slice of pie. It's a whole (4-5 inch diameter) pie! Still, it's large enough for 4 people to share.While dining we noticed the couple next to us was getting ridiculous amounts of food -- some stuff that wasn't on the menu like steak tartare. It turns out they were friends of one of the chefs. By the time their dessert course came around they were begging us to try some of their dishes. We tried the blackberry crumble, pineapple ice cream, and vanilla mascarpone cream. All were amazing and portion sizes were larger than most desserts at fine dining restaurants.So, here's the moral(s) of the story... - Eat at BDT earlier than 9pm so they don't run out of dishes you might want.- Read the descriptions of the dishes. Sounds simple, right? Don't be an idiot like me and order a pork dish thinking it was going to be either a tenderloin or pork chop.- Do a better job of ordering than me. Read the reviews and stick to dishes that get rave reviews like the bone marrow and braised beef.- DC diners are friendly. While eating at Zentan a few nights earlier another table also offered us food. Maybe people think I'm not fat enough and want to feed me? Maybe they're just friendly? Maybe I'm so good looking that people will do anything to get to know me? Who knows... but I'm not turning down free food.",Clint B.
887,Alexandria,2012-07-30,r9hJIgSELN-JtlBSJ5SC_A,5, VA,"Wow, great modern brunch spot. They even made my boyfriend feel like a princess.So we ended up here last weekend for brunch with another couple, and I have to say that it's a really nice spot. The outdoor patio is lovely but the indoor seating with the open air kitchen is really nifty too. Lots of fresh produce and tantalizing baked goods are everywhere you look and yet the place is pristine. Lots of wood and marble and whatnot with a very minimalist and sophisticated vibe.The staff is top notch. They remind me of the ball boys/girls at Wimbledon, so clean cut and attentive in a flash but otherwise unobtrusive. Our server, Meheret, was so polite and anticipated our every need. She even brought a little wooden footstool for my purse to rest on!After reading reviews, I had thought just the grapefruit juice had free refills but it turns out that all the fresh juice is bottomless! We enjoyed the pineapple mint very much but be forewarned that it's very pulpy.The drinks and food are delicious. Here are the highlights:CaesarGrapefruit GimletRoyal MintPineapple mint juiceShort rib hashFrittataChicken and wafflesGrits!!!! ---- do not miss the grits",Lisa T.
888,Manhattan,2015-03-17,Qs_N1XZxy9a3dt0TRMxocw,4, NY,"Brought two friends here for a celebration.The bar and restaurant are huge.  I can't get over how much space they have.  Our waiter was pretty good - friendly, offered suggestions, but it was hard to hear through his accent so it left a few awkward moments for my guests.The bone marrow, duck, and brussel sprouts were outstanding.  I'm not even a fan of duck, but I left here loving it.  The apple pie is almost something out of this world.  Truly, dive in.They had a seasonal gin drink on the menu, I believe called The Clover, which was fantastic to start things off.Overall the service is okay, not great.  I encountered several servers throughout and they all seemed to be helpful but out of a place of requirement rather than love.  I know that sounds a bit weird, but you can feel it.We went to the bar for post dinner cocktails and ordered several scotch's.  The menu offers a nice variety, but it is overpriced.  $24 for a mediocre pour of Lagavulin 16...come on.Bottom Line - great place, great dining, slightly stiff service",Food L.
889,Washington,2015-09-27,M9Vvdhfn3JXe608-7SLAtQ,1, DC,"This restaurant is beautiful I must say but my meals were not good at all. Both entrées were very bland and the suckling pig was tough and  The bone marrow was very salty. Besides the food being awful there were so many nats in the restaurant just flying around  my plate and face I could not enjoy the scenery. Although the staff were nice, I would not eat here again. I left with a 162 dollar bill and disappointment.",Tiala J.
890,Vienna,2016-06-13,yrx2PK7zBGAXVODhA0HioA,4, VA,"Was here last Thursday night for a drink after work, the hostess was a bit out of it at the door but the tender made great conversation with me and took my mind off work.",Jackie L.
891,Washington,2012-08-11,McP6obifsFk_kNy9ucqWQQ,1, DC,"I came here last Wednesday to celebrate my 4th wedding anniversary and left terribly dissapointed.  First off, we had very high expectation based on all the positive reviews and the fact that the Obamas came here for there wedding anniversary a few years back.  Anyways, the food could be summarized as bland yet overly rich.  We ordered the bone marrow, foie gras terrine, tomato salad, and beef rib.  The bone marrow came out bloody and sinewy and had to be sent back.  It even bled onto the rock salts at the bottom of the dish.  How in the world did they not see that?  They remade the dish and we ate about half of it and called it quits.  The waiter did not as us how it tasted and I think she knew that we did not like the food.  I've had better bone marrow at Queen Vic (and that's a bar on H Street).  It also came out very lukewarm at best.  The foie gras was served in two medallions and had a bland and hard consistency.  My husband described it as thick like a block of cheese when it should have been buttery soft.  The heirloom tomato salad was ok, but nothing specials and the table next to us sent it back because it did not taste good.  The beef rib was probably the only decent dish on the menu but it was not anything special.  We decided to skip on the dessert because we did not want to be further dissapointed.  And also, to top it all off, the pen they gave us to sign our bill was the crustiest old pen I've ever seen.  It has hyatt.com printed on it and half of the words have already been faded off.  I should have gone to Makoto.",Betty L.
